Round,Account,Stakeholder,Type
25292634,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292722,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292733,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292736,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292744,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292751,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292798,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292830,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292847,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292853,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292855,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292867,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292887,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292889,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292923,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292981,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25292997,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293003,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293065,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293068,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293085,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293089,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293141,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293147,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293167,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293179,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293199,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293218,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293245,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293255,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293277,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293307,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293309,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293316,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293356,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293360,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293393,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293395,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293396,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293406,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293437,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293456,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293464,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293505,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293509,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293525,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293530,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293532,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293542,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293544,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293553,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293559,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293581,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293617,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293620,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293693,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293704,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293726,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293731,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293762,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293768,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293802,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293815,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293841,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293852,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293868,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293874,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293881,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293887,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293888,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293915,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293917,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293978,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25293995,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294012,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294023,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294038,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294068,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294070,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294072,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294084,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294106,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294145,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294179,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294194,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294197,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294216,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294242,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294243,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294246,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294282,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294295,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294303,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294305,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294321,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294356,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294385,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294389,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294401,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294425,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294426,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294456,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294497,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294523,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294547,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294563,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294569,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294589,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294592,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294608,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294616,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294623,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294625,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294639,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294644,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294652,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294653,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294686,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294696,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294704,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294734,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294739,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294744,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294772,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294782,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294811,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294842,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294846,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294851,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294862,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294871,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294875,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294891,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294892,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294913,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294915,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294923,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294931,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294946,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25294990,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295059,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295092,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295117,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295126,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295127,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295136,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295161,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295164,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295212,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295256,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295271,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295297,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295312,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295337,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295346,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295470,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295488,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295556,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295558,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295566,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295576,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295595,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295604,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295607,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295654,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295681,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295688,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295693,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295710,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295723,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295724,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
25295741,OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,"Algorand, Inc.",VoteAccepted
